Marca,Modelo,Año,Tipo_Combustible,Potencia_HP,Cilindros,Tipo_Transmision,Categoria_Mercado,Tamaño_Vehiculo,Vehicle Style,KPL_Carretera,KPL_Ciudad,Precio,Consumo_KPL_Carretera
Ford,Ranger,2009,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.077736,6.37716,22985,Bajo
Ford,Ranger,2009,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.077736,6.37716,25805,Bajo
Ford,Ranger,2009,regular unleaded,143.0,4.0,MANUAL,,Compact,Regular Cab Pickup,11.053744,8.928024,17665,Bajo
Ford,Ranger,2009,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.928024,6.37716,21675,Bajo
Ford,Ranger,2009,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.077736,6.37716,21810,Bajo
Ford,Ranger,2009,regular unleaded,143.0,4.0,MANUAL,,Compact,Extended Cab Pickup,11.053744,8.928024,17890,Bajo
Ford,Ranger,2009,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.928024,6.37716,20405,Bajo
Ford,Ranger,2009,regular unleaded,143.0,4.0,MANUAL,,Compact,Extended Cab Pickup,11.053744,8.928024,19080,Bajo
Ford,Ranger,2010,regular unleaded,143.0,4.0,MANUAL,,Compact,Extended Cab Pickup,11.478888000000001,9.353168,20580,Bajo
Ford,Ranger,2010,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.928024,6.37716,23220,Bajo
Ford,Ranger,2010,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.928024,6.37716,22485,Bajo
Ford,Ranger,2010,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.928024,6.37716,22155,Bajo
Ford,Ranger,2010,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.077736,6.37716,25800,Bajo
Ford,Ranger,2010,regular unleaded,143.0,4.0,MANUAL,,Compact,Extended Cab Pickup,11.478888000000001,9.353168,19515,Bajo
Ford,Ranger,2010,regular unleaded,143.0,4.0,MANUAL,,Compact,Regular Cab Pickup,11.478888000000001,9.353168,17820,Bajo
Ford,Ranger,2010,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.077736,6.37716,24905,Bajo
Ford,Ranger,2010,regular unleaded,143.0,4.0,MANUAL,,Compact,Regular Cab Pickup,11.478888000000001,9.353168,18960,Bajo
Ford,Ranger,2010,regular unleaded,143.0,4.0,MANUAL,,Compact,Regular Cab Pickup,11.478888000000001,9.353168,19105,Bajo
Ford,Ranger,2010,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.077736,6.37716,23570,Bajo
Ford,Ranger,2011,regular unleaded,143.0,4.0,MANUAL,,Compact,Regular Cab Pickup,11.478888000000001,9.353168,18160,Bajo
Ford,Ranger,2011,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.928024,6.802304,23495,Bajo
Ford,Ranger,2011,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.928024,6.802304,22640,Bajo
Ford,Ranger,2011,regular unleaded,143.0,4.0,MANUAL,,Compact,Extended Cab Pickup,11.478888000000001,9.353168,20740,Bajo
Ford,Ranger,2011,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.077736,6.37716,26070,Bajo
Ford,Ranger,2011,regular unleaded,143.0,4.0,MANUAL,,Compact,Extended Cab Pickup,11.478888000000001,9.353168,19855,Bajo
Ford,Ranger,2011,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.077736,6.37716,25060,Bajo
Ford,Ranger,2011,regular unleaded,207.0,6.0,MANUAL,,Compact,Extended Cab Pickup,8.928024,6.802304,22425,Bajo
Ford,Ranger,2011,regular unleaded,143.0,4.0,MANUAL,,Compact,Regular Cab Pickup,11.478888000000001,9.353168,19120,Bajo
Aston Martin,Rapide S,2014,premium unleaded (required),550.0,12.0,AUTOMATIC,"Exotic,High-Performance",Large,Sedan,8.077736,5.526872,198250,Bajo
Aston Martin,Rapide S,2015,premium unleaded (required),552.0,12.0,AUTOMATIC,"Exotic,High-Performance",Large,Sedan,9.353168,5.952016,203995,Bajo
Aston Martin,Rapide S,2016,premium unleaded (required),552.0,12.0,AUTOMATIC,"Exotic,High-Performance",Large,Sedan,9.353168,5.952016,206000,Bajo
Aston Martin,Rapide,2010,premium unleaded (required),470.0,12.0,AUTOMATIC,"Exotic,High-Performance",Large,Sedan,8.077736,5.526872,197850,Bajo
Aston Martin,Rapide,2011,premium unleaded (required),470.0,12.0,AUTOMATIC,"Exotic,High-Performance",Large,Sedan,8.077736,5.526872,207895,Bajo
Aston Martin,Rapide,2012,premium unleaded (required),470.0,12.0,AUTOMATIC,"Exotic,High-Performance",Large,Sedan,8.077736,5.526872,226850,Bajo
Aston Martin,Rapide,2012,premium unleaded (required),470.0,12.0,AUTOMATIC,"Exotic,High-Performance",Large,Sedan,8.077736,5.526872,207895,Bajo
Toyota,RAV4 EV,2012,electric,154.0,,DIRECT_DRIVE,Crossover,Midsize,4dr SUV,31.460656,33.161232,49800,Alto
Toyota,RAV4 EV,2013,electric,,0.0,DIRECT_DRIVE,Crossover,Midsize,4dr SUV,31.460656,33.161232,49800,Alto
Toyota,RAV4 EV,2014,electric,,0.0,DIRECT_DRIVE,Crossover,Midsize,4dr SUV,31.460656,33.161232,49800,Alto
Toyota,RAV4 Hybrid,2016,regular unleaded,194.0,4.0,AUTOMATIC,"Crossover,Hybrid",Midsize,4dr SUV,13.179464000000001,14.454896000000002,28370,Bajo
Toyota,RAV4 Hybrid,2016,regular unleaded,194.0,4.0,AUTOMATIC,"Crossover,Hybrid",Midsize,4dr SUV,13.179464000000001,14.454896000000002,33610,Bajo
Toyota,RAV4 Hybrid,2017,regular unleaded,194.0,4.0,AUTOMATIC,"Crossover,Hybrid",Midsize,4dr SUV,12.75432,14.454896000000002,34030,Bajo
Toyota,RAV4 Hybrid,2017,regular unleaded,194.0,4.0,AUTOMATIC,"Crossover,Hybrid",Midsize,4dr SUV,12.75432,14.454896000000002,29030,Bajo
Toyota,RAV4 Hybrid,2017,regular unleaded,194.0,4.0,AUTOMATIC,"Crossover,Hybrid",Midsize,4dr SUV,12.75432,14.454896000000002,32185,Bajo
Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.179464000000001,10.203456000000001,25240,Bajo
Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,12.329176,9.353168,29850,Bajo
Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.179464000000001,10.203456000000001,28450,Bajo
Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,12.329176,9.353168,26640,Bajo
Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.179464000000001,10.203456000000001,23680,Bajo
Toyota,RAV4,2015,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,12.329176,9.353168,25080,Bajo
Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.179464000000001,10.203456000000001,29265,Bajo
Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,12.329176,9.353168,25750,Bajo
Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.179464000000001,10.203456000000001,26270,Bajo
Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.179464000000001,10.203456000000001,24350,Bajo
Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,12.329176,9.353168,30665,Bajo
Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,13.179464000000001,10.203456000000001,31510,Bajo
Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,12.329176,9.353168,32910,Bajo
Toyota,RAV4,2016,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,12.329176,9.353168,27670,Bajo
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,12.329176,9.778312,31830,Bajo
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,11.904032,9.353168,28230,Bajo
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,11.904032,9.353168,26310,Bajo
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,12.75432,9.778312,24910,Bajo
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,11.904032,9.353168,36150,Bajo
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,11.904032,9.353168,33230,Bajo
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,12.329176,9.778312,34750,Bajo
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,12.75432,9.778312,26830,Bajo
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,12.75432,9.778312,29985,Bajo
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,Crossover,Midsize,4dr SUV,11.904032,9.353168,31385,Bajo
Lexus,RC 200t,2016,premium unleaded (required),241.0,4.0,AUTOMATIC,Luxury,Midsize,Coupe,13.604608,9.353168,39995,Bajo
Lexus,RC 200t,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,Luxury,Midsize,Coupe,13.604608,9.353168,40155,Bajo
Lexus,RC 300,2016,premium unleaded (required),255.0,6.0,AUTOMATIC,Luxury,Midsize,Coupe,11.053744,8.077736,42610,Bajo
Lexus,RC 300,2017,premium unleaded (required),255.0,6.0,AUTOMATIC,Luxury,Midsize,Coupe,11.053744,8.077736,42770,Bajo
Lexus,RC 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.904032,8.077736,42790,Bajo
Lexus,RC 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.053744,8.077736,45025,Bajo
Lexus,RC 350,2016,premium unleaded (required),306.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.053744,8.077736,45015,Bajo
Lexus,RC 350,2016,premium unleaded (required),306.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.904032,8.077736,42780,Bajo
Lexus,RC 350,2017,premium unleaded (required),306.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.053744,8.077736,45175,Bajo
Lexus,RC 350,2017,premium unleaded (required),306.0,6.0,AUTOMATIC,"Luxury,Performance",Midsize,Coupe,11.904032,8.077736,43010,Bajo
Lexus,RC F,2015,premium unleaded (required),467.0,8.0,AUTOMATIC,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,10.6286,6.802304,62400,Bajo
Lexus,RC F,2016,premium unleaded (required),467.0,8.0,AUTOMATIC,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,10.6286,6.802304,62805,Bajo
Lexus,RC F,2017,premium unleaded (required),467.0,8.0,AUTOMATIC,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,10.6286,6.802304,64165,Bajo
Acura,RDX,2015,premium unleaded (recommended),273.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,8.077736,36495,Bajo
Acura,RDX,2015,premium unleaded (recommended),273.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,8.077736,40195,Bajo
Acura,RDX,2015,premium unleaded (recommended),273.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.502880000000001,38795,Bajo
Acura,RDX,2015,premium unleaded (recommended),273.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.502880000000001,35095,Bajo
Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,12.329176,8.502880000000001,36670,Bajo
Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.077736,36870,Bajo
Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.077736,41870,Bajo
Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,12.329176,8.502880000000001,39070,Bajo
Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,12.329176,8.502880000000001,35370,Bajo
Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.077736,38170,Bajo
Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,12.329176,8.502880000000001,40370,Bajo
Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,12.329176,8.502880000000001,42020,Bajo
Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.077736,40570,Bajo
Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.077736,43520,Bajo
Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,8.077736,38370,Bajo
Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.502880000000001,39270,Bajo
Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.502880000000001,42220,Bajo
Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,8.077736,42070,Bajo
Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.502880000000001,36870,Bajo
Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,8.077736,37070,Bajo
Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,8.077736,43720,Bajo
Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.478888000000001,8.077736,40770,Bajo
Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.502880000000001,40570,Bajo
Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,"Crossover,Luxury",Midsize,4dr SUV,11.904032,8.502880000000001,35570,Bajo
Buick,Reatta,1990,regular unleaded,165.0,6.0,AUTOMATIC,,Compact,Coupe,10.6286,6.802304,2000,Bajo
Buick,Reatta,1990,regular unleaded,165.0,6.0,AUTOMATIC,Luxury,Compact,Convertible,10.6286,6.802304,2000,Bajo
Buick,Reatta,1991,regular unleaded,170.0,6.0,AUTOMATIC,Luxury,Compact,Convertible,10.6286,6.802304,2000,Bajo
Buick,Reatta,1991,regular unleaded,170.0,6.0,AUTOMATIC,,Compact,Coupe,10.6286,6.802304,2000,Bajo
Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,12.75432,8.928024,28565,Bajo
Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,12.75432,8.928024,34065,Bajo
Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,12.75432,8.928024,31565,Bajo
Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,12.75432,8.928024,28990,Bajo
Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,11.478888000000001,8.077736,36490,Bajo
Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,11.478888000000001,8.077736,31415,Bajo
Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,11.478888000000001,8.077736,33990,Bajo
Buick,Regal,2016,flex-fuel (unleaded/E85),182.0,4.0,AUTOMATIC,Flex Fuel,Midsize,Sedan,13.179464000000001,8.077736,27065,Bajo
Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,11.478888000000001,8.077736,34325,Bajo
Buick,Regal,2016,premium unleaded (recommended),259.0,4.0,AUTOMATIC,"Performance,Hybrid",Midsize,Sedan,12.75432,8.928024,31900,Bajo
Buick,Regal,2017,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,12.329176,8.928024,31615,Bajo
Buick,Regal,2017,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,11.478888000000001,8.077736,36540,Bajo
Buick,Regal,2017,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,12.329176,8.928024,34115,Bajo
Buick,Regal,2017,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,11.478888000000001,8.077736,34040,Bajo
Buick,Regal,2017,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,12.329176,8.928024,28615,Bajo
Buick,Regal,2017,flex-fuel (unleaded/E85),182.0,4.0,AUTOMATIC,Flex Fuel,Midsize,Sedan,12.75432,8.077736,27065,Bajo
Buick,Regal,2017,premium unleaded (recommended),259.0,4.0,AUTOMATIC,Performance,Midsize,Sedan,11.478888000000001,8.077736,31465,Bajo
Oldsmobile,Regency,1997,regular unleaded,205.0,6.0,AUTOMATIC,,Large,Sedan,11.053744,7.227448000000001,2000,Bajo
Oldsmobile,Regency,1998,regular unleaded,205.0,6.0,AUTOMATIC,,Large,Sedan,11.478888000000001,7.227448000000001,2084,Bajo
Buick,Rendezvous,2005,regular unleaded,185.0,6.0,AUTOMATIC,Crossover,Midsize,4dr SUV,9.353168,6.802304,29970,Bajo
Buick,Rendezvous,2005,regular unleaded,185.0,6.0,AUTOMATIC,Crossover,Midsize,4dr SUV,10.203456000000001,7.227448000000001,26780,Bajo
Buick,Rendezvous,2006,regular unleaded,195.0,6.0,AUTOMATIC,Crossover,Midsize,4dr SUV,9.778312,7.227448000000001,24280,Bajo
Buick,Rendezvous,2006,regular unleaded,195.0,6.0,AUTOMATIC,Crossover,Midsize,4dr SUV,8.928024,6.802304,27780,Bajo
Buick,Rendezvous,2007,regular unleaded,196.0,6.0,AUTOMATIC,Crossover,Midsize,4dr SUV,9.778312,7.227448000000001,28765,Bajo
Buick,Rendezvous,2007,regular unleaded,196.0,6.0,AUTOMATIC,Crossover,Midsize,4dr SUV,9.778312,7.227448000000001,25190,Bajo
Suzuki,Reno,2006,regular unleaded,126.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,11.904032,8.502880000000001,15399,Bajo
Suzuki,Reno,2006,regular unleaded,126.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,11.904032,8.077736,16299,Bajo
Suzuki,Reno,2006,regular unleaded,126.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,11.904032,8.502880000000001,14249,Bajo
Suzuki,Reno,2006,regular unleaded,126.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,11.904032,8.502880000000001,13299,Bajo
Suzuki,Reno,2006,regular unleaded,126.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,11.904032,8.077736,15149,Bajo
Suzuki,Reno,2006,regular unleaded,126.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,11.904032,8.077736,14199,Bajo
Suzuki,Reno,2007,regular unleaded,127.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,11.904032,8.077736,14699,Bajo
Suzuki,Reno,2007,regular unleaded,127.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,11.904032,8.077736,15049,Bajo
Suzuki,Reno,2007,regular unleaded,127.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,11.904032,8.077736,15199,Bajo
Suzuki,Reno,2007,regular unleaded,127.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,11.904032,8.502880000000001,13599,Bajo
Suzuki,Reno,2007,regular unleaded,127.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,11.904032,8.502880000000001,14099,Bajo
Suzuki,Reno,2008,regular unleaded,127.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,11.904032,8.502880000000001,13839,Bajo
Suzuki,Reno,2008,regular unleaded,127.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,11.904032,8.502880000000001,14339,Bajo
Suzuki,Reno,2008,regular unleaded,127.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,11.904032,8.077736,15349,Bajo
Suzuki,Reno,2008,regular unleaded,127.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,11.904032,8.077736,14939,Bajo
Lamborghini,Reventon,2008,premium unleaded (required),650.0,12.0,AUTOMATED_MANUAL,"Exotic,High-Performance",Compact,Coupe,5.952016,3.826296,1500000,Bajo
Honda,Ridgeline,2013,regular unleaded,250.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,8.928024,6.37716,37380,Bajo
Honda,Ridgeline,2013,regular unleaded,250.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,8.928024,6.37716,30195,Bajo
Honda,Ridgeline,2013,regular unleaded,250.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,8.928024,6.37716,32155,Bajo
Honda,Ridgeline,2013,regular unleaded,250.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,8.928024,6.37716,35030,Bajo
Honda,Ridgeline,2013,regular unleaded,250.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,8.928024,6.37716,29450,Bajo
Honda,Ridgeline,2014,regular unleaded,250.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,8.928024,6.37716,37505,Bajo
Honda,Ridgeline,2014,regular unleaded,250.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,8.928024,6.37716,30720,Bajo
Honda,Ridgeline,2014,regular unleaded,250.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,8.928024,6.37716,35155,Bajo
Honda,Ridgeline,2014,regular unleaded,250.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,8.928024,6.37716,29575,Bajo
Honda,Ridgeline,2014,regular unleaded,250.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,8.928024,6.37716,32380,Bajo
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,10.6286,7.652592,37730,Bajo
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,10.6286,7.652592,42870,Bajo
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,10.6286,7.652592,33315,Bajo
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,11.053744,8.077736,35930,Bajo
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,11.053744,8.077736,33015,Bajo
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,11.053744,8.077736,31515,Bajo
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,11.053744,8.077736,33780,Bajo
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,11.053744,8.077736,29475,Bajo
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,10.6286,7.652592,35580,Bajo
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,10.6286,7.652592,31275,Bajo
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,10.6286,7.652592,41370,Bajo
Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,,Large,Crew Cab Pickup,10.6286,7.652592,34815,Bajo
Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,,Compact,Sedan,15.730328,11.478888000000001,15190,Medio 
Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,15.730328,11.478888000000001,18290,Medio 
Kia,Rio,2015,regular unleaded,138.0,4.0,MANUAL,Hatchback,Compact,4dr Hatchback,15.730328,11.478888000000001,13990,Medio 
Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,,Compact,Sedan,15.730328,11.478888000000001,18090,Medio 
Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,15.730328,11.478888000000001,17190,Medio 
Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,,Compact,Sedan,15.730328,11.478888000000001,16990,Medio 
Kia,Rio,2015,regular unleaded,138.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,15.730328,11.478888000000001,15290,Medio 
Kia,Rio,2015,regular unleaded,138.0,4.0,MANUAL,,Compact,Sedan,15.730328,11.478888000000001,13990,Medio 
Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,,Compact,Sedan,15.730328,11.478888000000001,20755,Medio 
Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,,Compact,Sedan,15.730328,11.478888000000001,15395,Medio 
Kia,Rio,2016,regular unleaded,138.0,4.0,MANUAL,,Compact,Sedan,16.155472,11.478888000000001,14165,Medio 
Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,,Compact,Sedan,15.730328,11.478888000000001,17755,Medio 
Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,15.730328,11.478888000000001,17905,Medio 
Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,15.730328,11.478888000000001,15495,Medio 
Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,Hatchback,Compact,4dr Hatchback,15.730328,11.478888000000001,20905,Medio 
Kia,Rio,2017,regular unleaded,138.0,4.0,AUTOMATIC,,Compact,Sedan,15.305184,11.478888000000001,17755,Medio 
